,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genre
1419,0.513,0.292,1,-16.83,1,0.065,0.935,0.886,0.0669,0.229,105.141,audio_features,7IAFc5iQti2tzob7Uo7N1Y,spotify:track:7IAFc5iQti2tzob7Uo7N1Y,https://api.spotify.com/v1/tracks/7IAFc5iQti2tzob7Uo7N1Y,https://api.spotify.com/v1/audio-analysis/7IAFc5iQti2tzob7Uo7N1Y,268400,1,jazz
1420,0.435,0.317,0,-11.718,0,0.0516,0.993,0.908,0.593,0.802,179.255,audio_features,7MlLHDtuNzs4tV2q4GuRfP,spotify:track:7MlLHDtuNzs4tV2q4GuRfP,https://api.spotify.com/v1/tracks/7MlLHDtuNzs4tV2q4GuRfP,https://api.spotify.com/v1/audio-analysis/7MlLHDtuNzs4tV2q4GuRfP,198156,4,jazz
1421,0.696,0.118,0,-12.588,0,0.0674,0.909,0.727,0.142,0.28,65.943,audio_features,7a1BrZjQgDV9wlNuj3U1nM,spotify:track:7a1BrZjQgDV9wlNuj3U1nM,https://api.spotify.com/v1/tracks/7a1BrZjQgDV9wlNuj3U1nM,https://api.spotify.com/v1/audio-analysis/7a1BrZjQgDV9wlNuj3U1nM,266227,4,jazz
1422,0.691,0.187,8,-13.79,1,0.0507,0.986,0.935,0.162,0.692,95.035,audio_features,7dzNuRBCw16p1lHKF0vYpx,spotify:track:7dzNuRBCw16p1lHKF0vYpx,https://api.spotify.com/v1/tracks/7dzNuRBCw16p1lHKF0vYpx,https://api.spotify.com/v1/audio-analysis/7dzNuRBCw16p1lHKF0vYpx,163907,4,jazz
1423,0.417,0.397,5,-11.683,1,0.0558,0.982,0.804,0.185,0.737,201.162,audio_features,7flQESHoCoDzirWF4IkKGq,spotify:track:7flQESHoCoDzirWF4IkKGq,https://api.spotify.com/v1/tracks/7flQESHoCoDzirWF4IkKGq,https://api.spotify.com/v1/audio-analysis/7flQESHoCoDzirWF4IkKGq,161427,4,jazz
1424,0.587,0.154,7,-17.052,1,0.0444,0.926,0.73,0.193,0.453,75.812,audio_features,7hpSQFPsWeSk5qT0zcjtd5,spotify:track:7hpSQFPsWeSk5qT0zcjtd5,https://api.spotify.com/v1/tracks/7hpSQFPsWeSk5qT0zcjtd5,https://api.spotify.com/v1/audio-analysis/7hpSQFPsWeSk5qT0zcjtd5,271451,4,jazz
1425,0.658,0.521,0,-12.606,0,0.0312,0.811,0.0786,0.0746,0.819,129.056,audio_features,7iPjzOaZiNXp0I8vOCcVZV,spotify:track:7iPjzOaZiNXp0I8vOCcVZV,https://api.spotify.com/v1/tracks/7iPjzOaZiNXp0I8vOCcVZV,https://api.spotify.com/v1/audio-analysis/7iPjzOaZiNXp0I8vOCcVZV,543133,4,jazz
1426,0.504,0.224,7,-15.824,0,0.0393,0.815,0.0872,0.0922,0.302,75.499,audio_features,7iRXxr5SlW13UYlVg2V6Zt,spotify:track:7iRXxr5SlW13UYlVg2V6Zt,https://api.spotify.com/v1/tracks/7iRXxr5SlW13UYlVg2V6Zt,https://api.spotify.com/v1/audio-analysis/7iRXxr5SlW13UYlVg2V6Zt,721600,4,jazz
1427,0.571,0.578,5,-10.54,1,0.0417,0.758,0.0258,0.0405,0.804,108.064,audio_features,7kqGkQJwdzAzAQHOZPATBw,spotify:track:7kqGkQJwdzAzAQHOZPATBw,https://api.spotify.com/v1/tracks/7kqGkQJwdzAzAQHOZPATBw,https://api.spotify.com/v1/audio-analysis/7kqGkQJwdzAzAQHOZPATBw,166000,4,jazz
1428,0.507,0.0355,0,-22.356,0,0.0382,0.978,0.099,0.133,0.244,109.996,audio_features,7m4OEcDjdVPVKRhXmnQko5,spotify:track:7m4OEcDjdVPVKRhXmnQko5,https://api.spotify.com/v1/tracks/7m4OEcDjdVPVKRhXmnQko5,https://api.spotify.com/v1/audio-analysis/7m4OEcDjdVPVKRhXmnQko5,236840,3,jazz
1429,0.514,0.515,10,-10.256,1,0.042,0.423,5.46e-05,0.0809,0.769,103.042,audio_features,7o8bQExfJjP34n5uAwtlSr,spotify:track:7o8bQExfJjP34n5uAwtlSr,https://api.spotify.com/v1/tracks/7o8bQExfJjP34n5uAwtlSr,https://api.spotify.com/v1/audio-analysis/7o8bQExfJjP34n5uAwtlSr,181333,4,jazz
1430,0.832,0.129,8,-17.245,1,0.0768,0.992,0.582,0.194,0.894,98.883,audio_features,7oM1ibaJmXctkPorA5hc3u,spotify:track:7oM1ibaJmXctkPorA5hc3u,https://api.spotify.com/v1/tracks/7oM1ibaJmXctkPorA5hc3u,https://api.spotify.com/v1/audio-analysis/7oM1ibaJmXctkPorA5hc3u,175909,4,jazz
1431,0.431,0.113,8,-24.017,1,0.049,0.976,0.903,0.107,0.127,98.983,audio_features,7p6ZeiNtEHJKmc4YWBZELG,spotify:track:7p6ZeiNtEHJKmc4YWBZELG,https://api.spotify.com/v1/tracks/7p6ZeiNtEHJKmc4YWBZELG,https://api.spotify.com/v1/audio-analysis/7p6ZeiNtEHJKmc4YWBZELG,223973,4,jazz
1432,0.622,0.032,4,-18.135,0,0.0529,0.994,0.332,0.108,0.264,91.398,audio_features,7xBpyAsYTgSxqOpMnMHNEt,spotify:track:7xBpyAsYTgSxqOpMnMHNEt,https://api.spotify.com/v1/tracks/7xBpyAsYTgSxqOpMnMHNEt,https://api.spotify.com/v1/audio-analysis/7xBpyAsYTgSxqOpMnMHNEt,163800,4,jazz
1433,0.441,0.651,9,-7.487,0,0.0709,0.0901,0.66,0.421,0.695,157.102,audio_features,7xutttRQ00ZVlwkmiAd47q,spotify:track:7xutttRQ00ZVlwkmiAd47q,https://api.spotify.com/v1/tracks/7xutttRQ00ZVlwkmiAd47q,https://api.spotify.com/v1/audio-analysis/7xutttRQ00ZVlwkmiAd47q,328374,4,jazz
1434,0.412,0.455,5,-7.419,1,0.105,0.983,0.825,0.228,0.835,208.559,audio_features,7yLnge4YIElDiBbGUwlbgS,spotify:track:7yLnge4YIElDiBbGUwlbgS,https://api.spotify.com/v1/tracks/7yLnge4YIElDiBbGUwlbgS,https://api.spotify.com/v1/audio-analysis/7yLnge4YIElDiBbGUwlbgS,174751,4,jazz
1435,0.505,0.159,7,-11.235,0,0.0336,0.946,0.0127,0.212,0.196,59.385,audio_features,7ysmJhXFQtiBQlk6EZ6sks,spotify:track:7ysmJhXFQtiBQlk6EZ6sks,https://api.spotify.com/v1/tracks/7ysmJhXFQtiBQlk6EZ6sks,https://api.spotify.com/v1/audio-analysis/7ysmJhXFQtiBQlk6EZ6sks,295200,4,jazz
1436,0.65,0.796,4,-5.303,0,0.0414,0.0104,0.000385,0.467,0.638,127.99,audio_features,03oK265y87YNXHIQSOAWOp,spotify:track:03oK265y87YNXHIQSOAWOp,https://api.spotify.com/v1/tracks/03oK265y87YNXHIQSOAWOp,https://api.spotify.com/v1/audio-analysis/03oK265y87YNXHIQSOAWOp,186320,4,electro
1437,0.782,0.7,7,-6.397,1,0.209,0.161,0.004,0.0786,0.289,127.987,audio_features,03zNPmsnr0uaMRfvMSWeH1,spotify:track:03zNPmsnr0uaMRfvMSWeH1,https://api.spotify.com/v1/tracks/03zNPmsnr0uaMRfvMSWeH1,https://api.spotify.com/v1/audio-analysis/03zNPmsnr0uaMRfvMSWeH1,413457,4,electro
1438,0.604,0.874,7,-4.949,0,0.0295,0.000563,0.812,0.112,0.835,125.99,audio_features,06T2VQf8n5kTtyDo8klTvX,spotify:track:06T2VQf8n5kTtyDo8klTvX,https://api.spotify.com/v1/tracks/06T2VQf8n5kTtyDo8klTvX,https://api.spotify.com/v1/audio-analysis/06T2VQf8n5kTtyDo8klTvX,157432,4,electro
1439,0.605,0.8,5,-6.235,0,0.0545,0.155,0.0562,0.121,0.836,128.074,audio_features,06h3McKzmxS8Bx58USHiMq,spotify:track:06h3McKzmxS8Bx58USHiMq,https://api.spotify.com/v1/tracks/06h3McKzmxS8Bx58USHiMq,https://api.spotify.com/v1/audio-analysis/06h3McKzmxS8Bx58USHiMq,211880,4,electro
1440,0.631,0.945,0,-3.674,1,0.04,0.0287,0.913,0.967,0.4,127.983,audio_features,07BCFbk1oCwf80lemfyzK6,spotify:track:07BCFbk1oCwf80lemfyzK6,https://api.spotify.com/v1/tracks/07BCFbk1oCwf80lemfyzK6,https://api.spotify.com/v1/audio-analysis/07BCFbk1oCwf80lemfyzK6,291960,4,electro
1441,0.661,0.885,7,-4.213,0,0.0691,0.00655,0.855,0.1,0.228,127.936,audio_features,092dz2yORKaJpC05ZlN9ME,spotify:track:092dz2yORKaJpC05ZlN9ME,https://api.spotify.com/v1/tracks/092dz2yORKaJpC05ZlN9ME,https://api.spotify.com/v1/audio-analysis/092dz2yORKaJpC05ZlN9ME,298125,4,electro
1442,0.496,0.789,1,-3.648,1,0.0839,0.183,0.0,0.34,0.286,127.961,audio_features,0A1y3d5O3SDvXaQ8snkmOf,spotify:track:0A1y3d5O3SDvXaQ8snkmOf,https://api.spotify.com/v1/tracks/0A1y3d5O3SDvXaQ8snkmOf,https://api.spotify.com/v1/audio-analysis/0A1y3d5O3SDvXaQ8snkmOf,210469,4,electro
1443,0.665,0.853,0,-4.851,0,0.0331,0.055,0.00169,0.277,0.384,129.946,audio_features,0AQlQOvoFhRJLPC1KwbKB7,spotify:track:0AQlQOvoFhRJLPC1KwbKB7,https://api.spotify.com/v1/tracks/0AQlQOvoFhRJLPC1KwbKB7,https://api.spotify.com/v1/audio-analysis/0AQlQOvoFhRJLPC1KwbKB7,188467,4,electro
1444,0.518,0.783,2,-4.88,1,0.0406,0.215,9.53e-06,0.14,0.152,125.985,audio_features,0AhRPDuVwHkLAACbPXidb3,spotify:track:0AhRPDuVwHkLAACbPXidb3,https://api.spotify.com/v1/tracks/0AhRPDuVwHkLAACbPXidb3,https://api.spotify.com/v1/audio-analysis/0AhRPDuVwHkLAACbPXidb3,214067,4,electro
1445,0.675,0.496,1,-7.306,0,0.0293,0.000123,0.000426,0.854,0.319,128.106,audio_features,0BRcMSaH84i330e6JCyXgO,spotify:track:0BRcMSaH84i330e6JCyXgO,https://api.spotify.com/v1/tracks/0BRcMSaH84i330e6JCyXgO,https://api.spotify.com/v1/audio-analysis/0BRcMSaH84i330e6JCyXgO,189880,4,electro
1446,0.571,0.828,7,-6.401,1,0.138,0.00019,0.0123,0.232,0.429,127.99,audio_features,0CHedWjXAJXJFIwUKgkqDg,spotify:track:0CHedWjXAJXJFIwUKgkqDg,https://api.spotify.com/v1/tracks/0CHedWjXAJXJFIwUKgkqDg,https://api.spotify.com/v1/audio-analysis/0CHedWjXAJXJFIwUKgkqDg,277507,4,electro
1447,0.604,0.874,7,-4.949,0,0.0295,0.000563,0.812,0.112,0.835,125.99,audio_features,0F2BxpbxH8Yc3pLub48hrb,spotify:track:0F2BxpbxH8Yc3pLub48hrb,https://api.spotify.com/v1/tracks/0F2BxpbxH8Yc3pLub48hrb,https://api.spotify.com/v1/audio-analysis/0F2BxpbxH8Yc3pLub48hrb,157432,4,electro
1448,0.868,0.596,2,-7.26,1,0.0516,0.00485,0.0375,0.105,0.556,126.036,audio_features,0GzyioxDQI8KgAQl44B8yn,spotify:track:0GzyioxDQI8KgAQl44B8yn,https://api.spotify.com/v1/tracks/0GzyioxDQI8KgAQl44B8yn,https://api.spotify.com/v1/audio-analysis/0GzyioxDQI8KgAQl44B8yn,529507,4,electro
1449,0.748,0.866,9,-7.88,1,0.12,0.0401,0.0286,0.185,0.46,134.993,audio_features,0KQIOEpua70dHE43DhX2OY,spotify:track:0KQIOEpua70dHE43DhX2OY,https://api.spotify.com/v1/tracks/0KQIOEpua70dHE43DhX2OY,https://api.spotify.com/v1/audio-analysis/0KQIOEpua70dHE43DhX2OY,544000,4,electro
1450,0.756,0.915,8,-6.094,1,0.0371,0.00405,0.000171,0.0371,0.741,124.97,audio_features,0No3vuSRm3n2lOx5ctyJcL,spotify:track:0No3vuSRm3n2lOx5ctyJcL,https://api.spotify.com/v1/tracks/0No3vuSRm3n2lOx5ctyJcL,https://api.spotify.com/v1/audio-analysis/0No3vuSRm3n2lOx5ctyJcL,233293,4,electro
1451,0.582,0.883,4,-9.863,0,0.0569,6.43e-06,0.881,0.112,0.0394,135.02,audio_features,0PpeOLydGcC4oiX1UnWKoJ,spotify:track:0PpeOLydGcC4oiX1UnWKoJ,https://api.spotify.com/v1/tracks/0PpeOLydGcC4oiX1UnWKoJ,https://api.spotify.com/v1/audio-analysis/0PpeOLydGcC4oiX1UnWKoJ,407947,4,electro
1452,0.682,0.93,11,-4.036,0,0.0846,0.000125,0.0123,0.0481,0.46,127.867,audio_features,0TBaFEx7WENZgqLXWErD0b,spotify:track:0TBaFEx7WENZgqLXWErD0b,https://api.spotify.com/v1/tracks/0TBaFEx7WENZgqLXWErD0b,https://api.spotify.com/v1/audio-analysis/0TBaFEx7WENZgqLXWErD0b,219947,4,electro
1453,0.723,0.806,0,-4.989,1,0.0521,0.00666,0.876,0.276,0.539,124.976,audio_features,0VffaI2jwQknRrxpECYHsF,spotify:track:0VffaI2jwQknRrxpECYHsF,https://api.spotify.com/v1/tracks/0VffaI2jwQknRrxpECYHsF,https://api.spotify.com/v1/audio-analysis/0VffaI2jwQknRrxpECYHsF,410097,4,electro
1454,0.569,0.795,10,-8.537,0,0.0638,0.0239,0.0491,0.0414,0.332,128.036,audio_features,0ZaW2N7eBooCkiOFDc3xmJ,spotify:track:0ZaW2N7eBooCkiOFDc3xmJ,https://api.spotify.com/v1/tracks/0ZaW2N7eBooCkiOFDc3xmJ,https://api.spotify.com/v1/audio-analysis/0ZaW2N7eBooCkiOFDc3xmJ,423000,4,electro
1455,0.606,0.975,7,-3.865,1,0.0393,0.00152,0.497,0.0931,0.187,128.023,audio_features,0bOGPorRUxCdJtCodwQbU1,spotify:track:0bOGPorRUxCdJtCodwQbU1,https://api.spotify.com/v1/tracks/0bOGPorRUxCdJtCodwQbU1,https://api.spotify.com/v1/audio-analysis/0bOGPorRUxCdJtCodwQbU1,277500,4,electro
1456,0.59,0.67,1,-10.991,1,0.0296,2.92e-05,0.878,0.102,0.436,138.007,audio_features,0bTZ9gbU9KqDkraPKoQM6I,spotify:track:0bTZ9gbU9KqDkraPKoQM6I,https://api.spotify.com/v1/tracks/0bTZ9gbU9KqDkraPKoQM6I,https://api.spotify.com/v1/audio-analysis/0bTZ9gbU9KqDkraPKoQM6I,488133,4,electro
1457,0.792,0.688,0,-4.008,1,0.0386,0.00435,0.00477,0.0972,0.502,124.987,audio_features,0dbQ4h3cs8QE5fOPMYdDrX,spotify:track:0dbQ4h3cs8QE5fOPMYdDrX,https://api.spotify.com/v1/tracks/0dbQ4h3cs8QE5fOPMYdDrX,https://api.spotify.com/v1/audio-analysis/0dbQ4h3cs8QE5fOPMYdDrX,159560,4,electro
1458,0.695,0.95,1,-7.697,1,0.0467,0.00257,0.442,0.285,0.919,134.093,audio_features,0nooPsOIYnvioZ152r69j7,spotify:track:0nooPsOIYnvioZ152r69j7,https://api.spotify.com/v1/tracks/0nooPsOIYnvioZ152r69j7,https://api.spotify.com/v1/audio-analysis/0nooPsOIYnvioZ152r69j7,329360,4,electro
1459,0.74,0.682,9,-10.42,0,0.0504,0.0692,0.53,0.381,0.41,113.201,audio_features,0oks4FnzhNp5QPTZtoet7c,spotify:track:0oks4FnzhNp5QPTZtoet7c,https://api.spotify.com/v1/tracks/0oks4FnzhNp5QPTZtoet7c,https://api.spotify.com/v1/audio-analysis/0oks4FnzhNp5QPTZtoet7c,544627,4,electro
1460,0.474,0.88,1,-10.189,1,0.0328,0.0015,0.0712,0.507,0.371,135.013,audio_features,0pfJH3eRkM4t9wlg6LwuTU,spotify:track:0pfJH3eRkM4t9wlg6LwuTU,https://api.spotify.com/v1/tracks/0pfJH3eRkM4t9wlg6LwuTU,https://api.spotify.com/v1/audio-analysis/0pfJH3eRkM4t9wlg6LwuTU,189816,4,electro
1461,0.596,0.727,3,-7.071,1,0.0597,0.00506,0.16,0.0847,0.235,125.968,audio_features,0qTw7kEFpNdECY7jRCg54v,spotify:track:0qTw7kEFpNdECY7jRCg54v,https://api.spotify.com/v1/tracks/0qTw7kEFpNdECY7jRCg54v,https://api.spotify.com/v1/audio-analysis/0qTw7kEFpNdECY7jRCg54v,357507,4,electro
1462,0.529,0.955,10,-2.59,0,0.0794,0.0344,4.55e-05,0.353,0.0893,125.988,audio_features,0qqwzVWiVmIRynDh1nTGCG,spotify:track:0qqwzVWiVmIRynDh1nTGCG,https://api.spotify.com/v1/tracks/0qqwzVWiVmIRynDh1nTGCG,https://api.spotify.com/v1/audio-analysis/0qqwzVWiVmIRynDh1nTGCG,222075,4,electro
1463,0.663,0.668,3,-7.733,0,0.0479,0.00522,0.0113,0.0689,0.451,131.965,audio_features,0wZDzY0ITlFKYApsjunEDR,spotify:track:0wZDzY0ITlFKYApsjunEDR,https://api.spotify.com/v1/tracks/0wZDzY0ITlFKYApsjunEDR,https://api.spotify.com/v1/audio-analysis/0wZDzY0ITlFKYApsjunEDR,230147,4,electro
1464,0.501,0.77,0,-9.059,0,0.0252,6.51e-06,0.842,0.0929,0.639,132.007,audio_features,0yHlyAKqAF1KLKx8BMYhvq,spotify:track:0yHlyAKqAF1KLKx8BMYhvq,https://api.spotify.com/v1/tracks/0yHlyAKqAF1KLKx8BMYhvq,https://api.spotify.com/v1/audio-analysis/0yHlyAKqAF1KLKx8BMYhvq,271587,4,electro
1465,0.559,0.972,10,-3.854,1,0.156,0.0977,0.0966,0.0953,0.11,128.037,audio_features,0yXVZXXjaw34HhPJRHslK2,spotify:track:0yXVZXXjaw34HhPJRHslK2,https://api.spotify.com/v1/tracks/0yXVZXXjaw34HhPJRHslK2,https://api.spotify.com/v1/audio-analysis/0yXVZXXjaw34HhPJRHslK2,344747,4,electro
1466,0.567,0.931,6,-5.385,0,0.0734,0.022,0.726,0.271,0.18,126.016,audio_features,0yr4DKIedcAD4av7wKzHRO,spotify:track:0yr4DKIedcAD4av7wKzHRO,https://api.spotify.com/v1/tracks/0yr4DKIedcAD4av7wKzHRO,https://api.spotify.com/v1/audio-analysis/0yr4DKIedcAD4av7wKzHRO,197867,4,electro
1467,0.644,0.973,7,-4.344,1,0.0819,0.00124,0.394,0.529,0.4,127.999,audio_features,0zMF8TP9od8JGAefaq8KNM,spotify:track:0zMF8TP9od8JGAefaq8KNM,https://api.spotify.com/v1/tracks/0zMF8TP9od8JGAefaq8KNM,https://api.spotify.com/v1/audio-analysis/0zMF8TP9od8JGAefaq8KNM,339492,4,electro
1468,0.707,0.628,11,-9.684,1,0.0877,0.00526,8.21e-05,0.104,0.87,187.548,audio_features,12BbMJsJi65mxneq6c9Lm7,spotify:track:12BbMJsJi65mxneq6c9Lm7,https://api.spotify.com/v1/tracks/12BbMJsJi65mxneq6c9Lm7,https://api.spotify.com/v1/audio-analysis/12BbMJsJi65mxneq6c9Lm7,211213,4,electro
1469,0.637,0.857,1,-5.478,0,0.096,0.00577,0.33,0.105,0.221,127.973,audio_features,12UCIUL2LLMmjd6TNg9oI0,spotify:track:12UCIUL2LLMmjd6TNg9oI0,https://api.spotify.com/v1/tracks/12UCIUL2LLMmjd6TNg9oI0,https://api.spotify.com/v1/audio-analysis/12UCIUL2LLMmjd6TNg9oI0,317173,4,electro
1470,0.645,0.917,9,-5.561,0,0.0746,0.0286,0.549,0.225,0.252,127.983,audio_features,1396U6WCsvyRxNtyayTu3I,spotify:track:1396U6WCsvyRxNtyayTu3I,https://api.spotify.com/v1/tracks/1396U6WCsvyRxNtyayTu3I,https://api.spotify.com/v1/audio-analysis/1396U6WCsvyRxNtyayTu3I,390000,4,electro
1471,0.733,0.821,7,-6.021,1,0.0991,0.000643,0.373,0.0617,0.63,128.013,audio_features,14epucTZd8dLIYipdByNZS,spotify:track:14epucTZd8dLIYipdByNZS,https://api.spotify.com/v1/tracks/14epucTZd8dLIYipdByNZS,https://api.spotify.com/v1/audio-analysis/14epucTZd8dLIYipdByNZS,374125,4,electro
1472,0.591,0.924,5,-4.724,0,0.0465,0.00231,0.00435,0.391,0.274,128.174,audio_features,18l9dai8PHPKp0MzR73toP,spotify:track:18l9dai8PHPKp0MzR73toP,https://api.spotify.com/v1/tracks/18l9dai8PHPKp0MzR73toP,https://api.spotify.com/v1/audio-analysis/18l9dai8PHPKp0MzR73toP,322107,4,electro
1473,0.562,0.903,8,-4.46,0,0.0296,0.000187,0.0939,0.298,0.791,132.009,audio_features,18oWEPapjNt32E6sCM6VLb,spotify:track:18oWEPapjNt32E6sCM6VLb,https://api.spotify.com/v1/tracks/18oWEPapjNt32E6sCM6VLb,https://api.spotify.com/v1/audio-analysis/18oWEPapjNt32E6sCM6VLb,221000,4,electro
1474,0.586,0.727,6,-4.799,1,0.039,0.00247,0.0107,0.152,0.496,124.99,audio_features,1CKtxKqyFsFITCH4SpDrWj,spotify:track:1CKtxKqyFsFITCH4SpDrWj,https://api.spotify.com/v1/tracks/1CKtxKqyFsFITCH4SpDrWj,https://api.spotify.com/v1/audio-analysis/1CKtxKqyFsFITCH4SpDrWj,233347,4,electro
1475,0.729,0.905,0,-4.185,1,0.0582,0.013,0.463,0.156,0.394,128.017,audio_features,1GmtwKBeNXdGLoFyVYMz2U,spotify:track:1GmtwKBeNXdGLoFyVYMz2U,https://api.spotify.com/v1/tracks/1GmtwKBeNXdGLoFyVYMz2U,https://api.spotify.com/v1/audio-analysis/1GmtwKBeNXdGLoFyVYMz2U,354395,4,electro
1476,0.789,0.915,0,-3.263,1,0.248,0.0135,8.77e-06,0.0818,0.66,127.955,audio_features,1HOlb9rdNOmy9b1Fakicjo,spotify:track:1HOlb9rdNOmy9b1Fakicjo,https://api.spotify.com/v1/tracks/1HOlb9rdNOmy9b1Fakicjo,https://api.spotify.com/v1/audio-analysis/1HOlb9rdNOmy9b1Fakicjo,183750,4,electro
1477,0.486,0.906,4,-4.634,0,0.055,0.000767,0.000544,0.253,0.118,130.095,audio_features,1Hul4c3LQsbAhIFF45LrHT,spotify:track:1Hul4c3LQsbAhIFF45LrHT,https://api.spotify.com/v1/tracks/1Hul4c3LQsbAhIFF45LrHT,https://api.spotify.com/v1/audio-analysis/1Hul4c3LQsbAhIFF45LrHT,245538,4,electro
1478,0.58,0.846,9,-2.876,0,0.0573,0.00537,6.62e-06,0.145,0.366,129.998,audio_features,1JDIArrcepzWDTAWXdGYmP,spotify:track:1JDIArrcepzWDTAWXdGYmP,https://api.spotify.com/v1/tracks/1JDIArrcepzWDTAWXdGYmP,https://api.spotify.com/v1/audio-analysis/1JDIArrcepzWDTAWXdGYmP,240000,4,electro
1479,0.659,0.619,0,-7.389,1,0.05,0.00458,0.972,0.0897,0.119,128.015,audio_features,1JsbFVFHNIi7kAhlpxDLhV,spotify:track:1JsbFVFHNIi7kAhlpxDLhV,https://api.spotify.com/v1/tracks/1JsbFVFHNIi7kAhlpxDLhV,https://api.spotify.com/v1/audio-analysis/1JsbFVFHNIi7kAhlpxDLhV,306560,4,electro
1480,0.707,0.782,0,-5.463,1,0.0613,0.0541,0.0,0.297,0.79,130.036,audio_features,1KcnJTiXJXAqW5bB7zpkBC,spotify:track:1KcnJTiXJXAqW5bB7zpkBC,https://api.spotify.com/v1/tracks/1KcnJTiXJXAqW5bB7zpkBC,https://api.spotify.com/v1/audio-analysis/1KcnJTiXJXAqW5bB7zpkBC,235344,4,electro
1481,0.746,0.997,2,-1.631,1,0.169,0.000572,0.159,0.17,0.27,127.991,audio_features,1KfW2MqAiGG01pWm34Y2T6,spotify:track:1KfW2MqAiGG01pWm34Y2T6,https://api.spotify.com/v1/tracks/1KfW2MqAiGG01pWm34Y2T6,https://api.spotify.com/v1/audio-analysis/1KfW2MqAiGG01pWm34Y2T6,228765,4,electro
1482,0.725,0.874,0,-3.715,0,0.0396,0.00262,0.000412,0.0958,0.748,127.985,audio_features,1KtD0xaLAikgIt5tPbteZQ,spotify:track:1KtD0xaLAikgIt5tPbteZQ,https://api.spotify.com/v1/tracks/1KtD0xaLAikgIt5tPbteZQ,https://api.spotify.com/v1/audio-analysis/1KtD0xaLAikgIt5tPbteZQ,247933,4,electro
1483,0.587,0.556,0,-7.991,1,0.044,0.00162,0.216,0.0782,0.309,128.017,audio_features,1Mikyuvm2FAtW36bgkMUqa,spotify:track:1Mikyuvm2FAtW36bgkMUqa,https://api.spotify.com/v1/tracks/1Mikyuvm2FAtW36bgkMUqa,https://api.spotify.com/v1/audio-analysis/1Mikyuvm2FAtW36bgkMUqa,315267,4,electro
1484,0.668,0.889,1,-4.661,1,0.116,0.000456,0.863,0.0623,0.0619,129.994,audio_features,1PWjRYOQBuzCM7BJtOK4UY,spotify:track:1PWjRYOQBuzCM7BJtOK4UY,https://api.spotify.com/v1/tracks/1PWjRYOQBuzCM7BJtOK4UY,https://api.spotify.com/v1/audio-analysis/1PWjRYOQBuzCM7BJtOK4UY,326192,4,electro
1485,0.634,0.873,7,-8.465,1,0.0337,0.0373,0.00714,0.232,0.379,128.044,audio_features,1PhJpUoPuS1t3osoVq7KOZ,spotify:track:1PhJpUoPuS1t3osoVq7KOZ,https://api.spotify.com/v1/tracks/1PhJpUoPuS1t3osoVq7KOZ,https://api.spotify.com/v1/audio-analysis/1PhJpUoPuS1t3osoVq7KOZ,248485,4,electro
1486,0.748,0.99,1,-4.784,1,0.0468,0.0144,0.622,0.181,0.757,125.012,audio_features,1RZrwASQmcjtG0rPo5uf1E,spotify:track:1RZrwASQmcjtG0rPo5uf1E,https://api.spotify.com/v1/tracks/1RZrwASQmcjtG0rPo5uf1E,https://api.spotify.com/v1/audio-analysis/1RZrwASQmcjtG0rPo5uf1E,307600,4,electro
1487,0.579,0.889,8,-4.803,0,0.154,0.00408,1.19e-05,0.311,0.659,127.961,audio_features,1TbENPXb4EoOT0NIYgtwjx,spotify:track:1TbENPXb4EoOT0NIYgtwjx,https://api.spotify.com/v1/tracks/1TbENPXb4EoOT0NIYgtwjx,https://api.spotify.com/v1/audio-analysis/1TbENPXb4EoOT0NIYgtwjx,255010,4,electro
1488,0.581,0.877,3,-3.595,0,0.0486,0.0172,0.0,0.248,0.35,127.952,audio_features,1UPyhGntpIx9jGJ5UVtKVS,spotify:track:1UPyhGntpIx9jGJ5UVtKVS,https://api.spotify.com/v1/tracks/1UPyhGntpIx9jGJ5UVtKVS,https://api.spotify.com/v1/audio-analysis/1UPyhGntpIx9jGJ5UVtKVS,189375,4,electro
1489,0.663,0.963,4,-7.008,0,0.0774,0.062,0.00161,0.402,0.287,130.017,audio_features,1UgLlbrbGgYmsObfVzLiy3,spotify:track:1UgLlbrbGgYmsObfVzLiy3,https://api.spotify.com/v1/tracks/1UgLlbrbGgYmsObfVzLiy3,https://api.spotify.com/v1/audio-analysis/1UgLlbrbGgYmsObfVzLiy3,174947,4,electro
1490,0.597,0.736,1,-7.793,0,0.0309,0.00296,0.921,0.0914,0.172,128.179,audio_features,1V0Zy7533bjXFSVtn3crzY,spotify:track:1V0Zy7533bjXFSVtn3crzY,https://api.spotify.com/v1/tracks/1V0Zy7533bjXFSVtn3crzY,https://api.spotify.com/v1/audio-analysis/1V0Zy7533bjXFSVtn3crzY,258440,4,electro
1491,0.714,0.642,8,-10.241,0,0.0868,0.00251,0.887,0.186,0.102,137.834,audio_features,1XCVyUF2QgtZQl71jyr0aK,spotify:track:1XCVyUF2QgtZQl71jyr0aK,https://api.spotify.com/v1/tracks/1XCVyUF2QgtZQl71jyr0aK,https://api.spotify.com/v1/audio-analysis/1XCVyUF2QgtZQl71jyr0aK,177027,4,electro
