danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genre
0.227,0.311,2,-14.199,1,0.0354,0.821,0.942,0.078,0.244,93.102,audio_features,1K4VF5z3CcJTNHFIsmtFVF,spotify:track:1K4VF5z3CcJTNHFIsmtFVF,https://api.spotify.com/v1/tracks/1K4VF5z3CcJTNHFIsmtFVF,https://api.spotify.com/v1/audio-analysis/1K4VF5z3CcJTNHFIsmtFVF,366000,4,classical
0.53,0.239,2,-15.047,1,0.0481,0.861,0.514,0.224,0.598,96.25,audio_features,1LR7NZLpuhjTgIwgPWtrS8,spotify:track:1LR7NZLpuhjTgIwgPWtrS8,https://api.spotify.com/v1/tracks/1LR7NZLpuhjTgIwgPWtrS8,https://api.spotify.com/v1/audio-analysis/1LR7NZLpuhjTgIwgPWtrS8,129773,4,classical
0.165,0.118,7,-17.295,1,0.0415,0.919,0.548,0.119,0.0831,68.578,audio_features,1LbVVxXczoJUiTBNAEov4C,spotify:track:1LbVVxXczoJUiTBNAEov4C,https://api.spotify.com/v1/tracks/1LbVVxXczoJUiTBNAEov4C,https://api.spotify.com/v1/audio-analysis/1LbVVxXczoJUiTBNAEov4C,375053,4,classical
0.614,0.207,4,-20.511,0,0.0385,0.976,0.895,0.0537,0.619,75.903,audio_features,1MogrBoQUHfi2xHQnERTgp,spotify:track:1MogrBoQUHfi2xHQnERTgp,https://api.spotify.com/v1/tracks/1MogrBoQUHfi2xHQnERTgp,https://api.spotify.com/v1/audio-analysis/1MogrBoQUHfi2xHQnERTgp,144747,4,classical
0.766,0.609,5,-9.076,1,0.0534,0.991,0.88,0.0503,0.929,109.31,audio_features,1P2S47qS60tudcmkx6glSs,spotify:track:1P2S47qS60tudcmkx6glSs,https://api.spotify.com/v1/tracks/1P2S47qS60tudcmkx6glSs,https://api.spotify.com/v1/audio-analysis/1P2S47qS60tudcmkx6glSs,205822,4,classical
0.358,0.136,0,-19.208,1,0.0478,0.799,0.895,0.101,0.379,143.021,audio_features,1Q3guJFanAXyszjCuRj0y2,spotify:track:1Q3guJFanAXyszjCuRj0y2,https://api.spotify.com/v1/tracks/1Q3guJFanAXyszjCuRj0y2,https://api.spotify.com/v1/audio-analysis/1Q3guJFanAXyszjCuRj0y2,480044,4,classical
0.26,0.096,4,-22.931,1,0.0481,0.879,0.816,0.727,0.103,140.429,audio_features,1QaIrWYD8GxsDiWpgFB1gY,spotify:track:1QaIrWYD8GxsDiWpgFB1gY,https://api.spotify.com/v1/tracks/1QaIrWYD8GxsDiWpgFB1gY,https://api.spotify.com/v1/audio-analysis/1QaIrWYD8GxsDiWpgFB1gY,724600,4,classical
0.388,0.0794,5,-23.233,0,0.0476,0.979,0.911,0.0982,0.146,118.834,audio_features,1RLoHMJXT5rco2aPUMfidw,spotify:track:1RLoHMJXT5rco2aPUMfidw,https://api.spotify.com/v1/tracks/1RLoHMJXT5rco2aPUMfidw,https://api.spotify.com/v1/audio-analysis/1RLoHMJXT5rco2aPUMfidw,427333,4,classical
0.359,0.641,10,-9.198,1,0.0273,0.871,0.912,0.136,0.543,77.892,audio_features,1UILsq4rEidpyWx5ih3nYx,spotify:track:1UILsq4rEidpyWx5ih3nYx,https://api.spotify.com/v1/tracks/1UILsq4rEidpyWx5ih3nYx,https://api.spotify.com/v1/audio-analysis/1UILsq4rEidpyWx5ih3nYx,231267,4,classical
0.442,0.00919,3,-32.452,1,0.047,0.984,0.936,0.0873,0.0929,79.314,audio_features,1VNvsvEsUpuUCbHpVop1vo,spotify:track:1VNvsvEsUpuUCbHpVop1vo,https://api.spotify.com/v1/tracks/1VNvsvEsUpuUCbHpVop1vo,https://api.spotify.com/v1/audio-analysis/1VNvsvEsUpuUCbHpVop1vo,273667,4,classical
